STEP 1:
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
* reflect
*
